individual_name,average_abs_corr,average_abs_corr_random,average_divergence,count,log10_count,class_name,average_abs_corr_random_95_top,status_95
AluYj4,0.05427162126599457,0.025043654748467363,104.17420435510888,1194,3.0770043267933502,SINE,0.02902232297736097,above
AluYk11,0.08501720100047458,0.03378911721916979,115.01169590643275,342,2.534026106056135,SINE,0.05705844600384602,above
AluYk12,0.06746735310239324,0.03208765336818897,140.6406015037594,665,2.8228216453031045,SINE,0.03982616655004627,above
AluYk2,0.04794518138040013,0.007098429685332468,77.10546174889161,10601,4.025346834509827,SINE,0.008911772938902381,above
AluYk3,0.04451599153488468,0.008587444319717353,76.92279210093253,7292,3.8628466599829387,SINE,0.010910077678742965,above
AluYk4,0.029745149623564917,0.01833921453691794,78.23745624270711,1714,3.2340108175871793,SINE,0.02386925685636761,above
AluYm1,0.03665741894819251,0.015819150487465485,73.91971544715447,2952,3.470116353151004,SINE,0.01779003599182786,above
AmnHarb1,0.05959263535278404,0.07646209418890947,270.86131386861314,137,2.1367205671564067,DNA,0.09357126653619324,below
AmnL2-1,0.03317632419229134,0.028638124296972968,260.50339558573853,1178,3.0711452904510828,LINE,0.029234801310315774,above
AmnSINE1,0.028923484978760065,0.020390330619985932,274.5948489351164,2019,3.305136318943639,SINE,0.021846476336657077,above
AmnSINE2,0.03391405816420444,0.05183677200877695,278.63956043956046,455,2.6580113966571126,SINE,0.04889688959731659,below
Arthur1,0.05784152786147055,0.018381123670163084,233.95031355523395,2073,3.3165993020938607,DNA,0.021536909005619508,above
Arthur1A,0.05409922234879248,0.020499722877445663,244.46003717472118,1076,3.0318122713303706,DNA,0.030702057049776774,above
Arthur1B,0.054556813100614186,0.019257825299542067,243.70341047503044,1642,3.215373152783422,DNA,0.024429595016633287,above
Arthur1C,0.05185420477932595,0.03897420021576874,222.49585062240664,482,2.6830470382388496,DNA,0.04739630546361902,above
Arthur2,0.026087205951278343,0.02853406043241687,268.30279329608936,895,2.951823035315912,DNA,0.03391701159478453,below
BLACKJACK,0.04566966810170086,0.026776433278036256,244.31525668835863,1383,3.1408221801093106,DNA,0.02680562354493059,above
CR1-11_Crp,0.1773962475571034,0.13601518996809076,279.6875,32,1.505149978319906,LINE,0.20541466031414626,below
CR1-12_AMi,0.06961807214769929,0.06154704926062993,264.1507936507937,126,2.100370545117563,LINE,0.0979032046464566,below
CR1-13_AMi,0.08375959926381994,0.09468805923102248,280.45652173913044,92,1.9637878273455553,LINE,0.11605048328250017,below
CR1-16_AMi,0.05107059142182947,0.04619534257955936,266.564263322884,319,2.503790683057181,LINE,0.05924724993216728,below
CR1-1_Amn,0.07346418282909982,0.08616830733575917,255.88679245283018,106,2.0253058652647704,LINE,0.10749400817301291,below
CR1-3_Croc,0.043208842075308354,0.026434410803380413,290.75314285714285,875,2.942008053022313,LINE,0.03433401017328878,above
CR1-L3A_Croc,0.12490205822427332,0.1346286208755423,261.5625,80,1.9030899869919435,LINE,0.12516017595762702,below
CR1-L3B_Croc,0.13750654821444167,0.15809115266878868,238.31034482758622,29,1.462397997898956,LINE,0.21664432366167685,below
CR1_Mam,0.03288350597283805,0.021221844894876274,279.64023071377073,1387,3.1420764610732848,LINE,0.02676379689794272,above
Chap1_Mam,0.04975717375919907,0.02466727155557628,297.80106571936057,563,2.7505083948513462,DNA,0.04357809145725306,above
Chap1a_Mam,0.03821006866189891,0.0256108287018899,271.2632493483927,1151,3.0610753236297916,DNA,0.02960363006821387,above
Charlie1,0.055823202986871885,0.022934009507079245,210.3455497382199,1528,3.184123354239671,DNA,0.02539878880281197,above
Charlie10,0.03226567367694298,0.03221549354600411,240.73318872017353,922,2.9647309210536292,DNA,0.03337630828887243,below
Charlie10a,0.06842491788595068,0.0457144328634776,256.4807692307692,260,2.4149733479708178,DNA,0.06617464494382702,above
Charlie10b,0.04669917256656156,0.05777968329822883,247.67790262172284,267,2.4265112613645754,DNA,0.06523085705326896,below
Charlie11,0.10456538073249713,0.12434008509554129,256.2142857142857,70,1.845098040014257,DNA,0.1345309780779089,below
Charlie12,0.2329192535024922,0.20420969640540665,110.52941176470588,17,1.2304489213782739,DNA,0.28917547061846766,below
Charlie13a,0.054202595063973145,0.05714721388913917,267.70544554455444,404,2.606381365110605,DNA,0.05214318251331725,above
Charlie13b,0.04142912234001259,0.034762699946895466,271.5069637883008,359,2.5550944485783194,DNA,0.05558125021157022,below
Charlie14a,0.05606734507103949,0.02867401237096326,252.98756218905473,402,2.60422605308447,DNA,0.05228329010037854,above
Charlie15a,0.022068316104998115,0.013910494076162837,271.5466173005722,2971,3.472902651803664,DNA,0.017728430012763894,above
Charlie15b,0.03237272967931044,0.018785897210749025,255.48032994923858,1576,3.1975562131535367,DNA,0.02497755198562879,above
Charlie16,0.055295758273888045,0.021994478705494733,265.62786434463794,1091,3.037824750588342,DNA,0.03047309266497316,above
Charlie16a,0.024982544920015295,0.023620020350711014,262.45112781954884,1330,3.123851640967086,DNA,0.02737800949271768,below
Charlie17,0.08393064566034487,0.04423301000074918,237.88076923076923,260,2.4149733479708178,DNA,0.06617464494382702,above
Charlie17a,0.05652046405140201,0.02180909136059964,293.489898989899,1188,3.074816440645175,DNA,0.02910148554194372,above
Charlie17b,0.07287572653671355,0.03812969356081205,252.26293995859214,483,2.683947130751512,DNA,0.04734322196839016,above
Charlie18a,0.030257340174454805,0.014783999653694946,250.06025697828977,2257,3.353531559077762,DNA,0.020569045172198812,above
Charlie19a,0.021886792469046467,0.0177223397582251,262.7696929238985,1498,3.175511813363448,DNA,0.025672564848692972,below
Charlie1a,0.056863014949369524,0.01447429739863166,202.23114003374306,4149,3.617943434828973,DNA,0.014799492984804962,above
Charlie1b,0.04628297100695385,0.016936828303285,200.66323377960865,1942,3.288249225571986,DNA,0.022310650662204314,above
Charlie20a,0.05227964156427921,0.030462373014316417,275.26412213740457,655,2.816241299991783,DNA,0.040153785222509085,above
Charlie21a,0.04962867174198167,0.03057014974798582,250.0810276679842,506,2.7041505168397992,DNA,0.04616723464003205,above
Charlie22a,0.03825613977673673,0.02615057991715355,269.0715725806452,992,2.9965116721541785,DNA,0.03208148595663868,above
Charlie23a,0.03009266390210427,0.01655412086588386,265.30478955007254,1378,3.139249217571607,DNA,0.02685816970303552,above
Charlie24,0.05675356439863013,0.020020093015531183,242.1974822974036,1271,3.104145550554008,DNA,0.0280580145054305,above
Charlie25,0.07722471187843628,0.026382033023300357,276.8230668414155,763,2.8825245379548803,DNA,0.03697321453397738,above
Charlie26a,0.04284599221749174,0.0337263060599045,243.96226415094338,477,2.678518379040114,DNA,0.04766429029490624,below
Charlie29a,0.03628218597651416,0.03029958899456898,277.3237885462555,908,2.958085848521085,DNA,0.03365358095347738,above
Charlie29b,0.03675967168214463,0.024026775679999817,261.30111902339775,983,2.9925535178321354,DNA,0.032239971274552685,above
Charlie2a,0.05524710438229656,0.02118913682167595,245.26097930338213,1981,3.296884475538547,DNA,0.022072075021746566,above
Charlie2b,0.04815868519790538,0.020607541994954792,239.63227016885554,2132,3.3287872003545345,DNA,0.021212574790339233,above
Charlie3,0.06157138837885972,0.05076495381583643,117.8166089965398,289,2.4608978427565478,DNA,0.0624971629501249,below
Charlie30a,0.02934331627703003,0.03805937143496584,260.77777777777777,414,2.617000341120899,DNA,0.05145835112797253,below
Charlie30b,0.033005143387420666,0.03505956050200424,256.00499168053244,601,2.7788744720027396,DNA,0.04206594963159304,below
Charlie31a,0.03842250053884627,0.024656516086017714,288.9073243647235,669,2.8254261177678233,DNA,0.039697236070235585,below
Charlie32a,0.06118689579412965,0.05112724148019464,262.58029197080293,274,2.437750562820388,DNA,0.06432443918762379,below
Charlie4,0.04504289608667303,0.029318929871248064,220.73076923076923,624,2.795184589682424,DNA,0.04122036504719477,above
Charlie4a,0.03805474600358967,0.017089628062291307,216.0750658472344,2278,3.3575537197430814,DNA,0.020466300805972212,above
Charlie4z,0.02930889377701269,0.01263994187900938,259.58478425435277,5284,3.7229628089424898,DNA,0.012985627469296112,above
Charlie5,0.033220985862339035,0.01607890214864469,186.61554109031732,2458,3.390581878550435,DNA,0.019641789575869196,above
Charlie6,0.13603450359959035,0.05517871961186268,219.4247311827957,186,2.2695129442179165,DNA,0.0793125413031921,above
Charlie7,0.050278182588060064,0.014331216779590603,250.14630916914928,3021,3.4801507252732806,DNA,0.017569170180503604,above
Charlie7a,0.02250297646287023,0.018451387912916558,239.91154970760235,1368,3.1360860973840974,DNA,0.026964148477050892,below
Charlie7b_Mars,0.2302999725762738,0.19079094051291604,253.375,16,1.2041199826559248,DNA,0.298811573220607,below
Charlie8,0.04733887982633084,0.011495218564264968,274.6262773722628,3425,3.534660575828444,DNA,0.01641639584613588,above
Charlie9,0.03426274198162865,0.030916547400239056,236.8907894736842,760,2.8808135922807914,DNA,0.03705205648069994,below
Cheshire,0.07170925890771297,0.03501844939126705,205.17375,800,2.9030899869919438,DNA,0.03603856522754184,above
DNA1_Mam,0.06388254215258522,0.05163375007876327,200.62142857142857,140,2.146128035678238,DNA,0.0924817212650054,below
ERV24B_Prim-int,0.10058869065929785,0.05898181264223238,235.94630872483222,149,2.173186268412274,LTR,0.08941812500921811,above
ERV24_Prim-int,0.07835597853696499,0.05901197879196202,226.90184049079755,163,2.2121876044039577,LTR,0.08517999192863218,below
ERV3-16A3_I,0.0981024248344549,0.014348067744462569,277.5488798370672,1964,3.2931414834509307,LTR,0.02217517196187298,above
ERV3-16A3_LTR,0.05562231078686377,0.020155650028589094,272.7065803667745,927,2.967079734144497,LTR,0.033278849005419664,above
ERVL-B4-int,0.05791009792977101,0.020912056221017605,200.11014492753623,1035,3.0149403497929366,LTR,0.031353794449522916,above
ERVL-E-int,0.07066363359763937,0.011944028023864042,290.06915887850465,4280,3.6314437690131722,LTR,0.014552821974600371,above
ERVL-int,0.06205299437325012,0.031147698198959215,216.3089430894309,369,2.56702636615906,LTR,0.05476167674867097,above
ERVL47-int,0.13218772577093138,0.1325525608626936,229.54166666666666,48,1.6812412373755872,LTR,0.16497545190221824,below
EUTREP15,0.07550806437343738,0.06339899707796984,272.0833333333333,144,2.1583624920952498,LTR,0.0910837184918222,below
EUTREP16,0.0384769953053918,0.05066780896910375,259.7603550295858,338,2.5289167002776547,LTR,0.05742256513676892,below
EUTREP2,0.04141357576763384,0.025355757300781854,281.5749354005168,774,2.8887409606828927,DNA,0.03668816554709883,above
EUTREP4,0.04964830488613563,0.04290224337461431,236.5759493670886,316,2.499687082618404,DNA,0.05955071886220105,below
EUTREP7,0.08655083762695052,0.08030887784029733,233.43203883495147,206,2.3138672203691533,LTR,0.0750515334000155,above
EUTREP8,0.0713940333147194,0.04866249141403097,283.28205128205127,234,2.369215857410143,LTR,0.07005395125203982,above
Eulor1,0.09345927442907882,0.08411230191813034,247.62222222222223,90,1.9542425094393248,DNA,0.11743784945012276,below
Eulor10,0.129535760888927,0.15007987227595496,263.7837837837838,37,1.568201724066995,DNA,0.18990636489636764,below
Eulor11,0.07974260016120371,0.09805973297195607,260.3263157894737,95,1.9777236052888478,DNA,0.11405436288781404,below
Eulor12,0.10928910905639692,0.08839396607686226,266.73333333333335,60,1.7781512503836436,DNA,0.14622454996727163,below
Eulor2A,0.10630658436075364,0.1491473066361679,266.34328358208955,67,1.8260748027008264,DNA,0.13775523957297525,below
Eulor2B,0.08819250421084786,0.11860801922361147,252.88888888888889,63,1.7993405494535817,DNA,0.14241747548256045,below
Eulor2C,0.16108682271901872,0.13373640208660315,280.0208333333333,48,1.6812412373755872,DNA,0.16497545190221824,below
Eulor3,0.14677658537740593,0.12344637375537505,269.02702702702703,37,1.568201724066995,DNA,0.18990636489636764,below
Eulor5A,0.07993797952995789,0.06982562572807109,271.0,109,2.037426497940624,DNA,0.10588407602952915,below
Eulor5B,0.12268591687795215,0.12961614320427822,265.2439024390244,41,1.6127838567197355,DNA,0.17965283371624,below
Eulor6A,0.137418654527156,0.1422715811608732,252.17857142857142,28,1.4471580313422192,DNA,0.22079412917628777,below
Eulor6B,0.11133510034699025,0.11922274697460587,253.40350877192984,57,1.7558748556724915,DNA,0.1503367277820505,below
Eulor6C,0.14900110314337817,0.16512939085522169,230.31578947368422,19,1.2787536009528289,DNA,0.27229726362803014,below
Eulor6D,0.09899452685483894,0.10420434883001538,272.3943661971831,71,1.8512583487190752,DNA,0.1335031253527613,below
Eulor6E,0.21002372201623556,0.17093510417387647,263.55172413793105,29,1.462397997898956,DNA,0.21664432366167685,below
Eulor7,0.25871089667945363,0.2031254231561552,240.63636363636363,11,1.041392685158225,DNA,0.3659177025726487,below
Eulor8,0.07266346099668454,0.05577801388794354,271.9205298013245,151,2.1789769472931693,DNA,0.08877579039539829,below
Eulor9A,0.08101641463653064,0.06777819481243275,253.41379310344828,116,2.0644579892269186,DNA,0.10237991594308239,below
Eulor9B,0.1848067403434042,0.16349881163949004,230.1290322580645,31,1.4913616938342726,DNA,0.20897133823020925,below
Eulor9C,0.07885528640141262,0.05586497294280501,233.4915254237288,118,2.0718820073061255,DNA,0.10143798513025537,below
EutTc1-N1,0.17230362604596206,0.10921058393589436,143.9090909090909,44,1.6434526764861874,DNA,0.17292250339416915,below
EutTc1-N2,0.07429537618071536,0.05868164491054845,182.28666666666666,150,2.1760912590556813,DNA,0.08909530828952211,below
EuthAT-2,0.06323768450113995,0.0325961068755422,237.3275462962963,864,2.936513742478893,DNA,0.03456967526604921,above
EuthAT-N1,0.09491204851940917,0.10088927403093854,257.2763157894737,76,1.8808135922807914,DNA,0.12867997552236796,below
EuthAT-N1a,0.09762900175673925,0.1234431857903214,264.0,45,1.6532125137753437,DNA,0.1708340327255841,below
Eutr10,0.06607331138945194,0.03370985801531837,285.23248407643314,628,2.797959643737196,LTR,0.041078196180486796,above
Eutr11,0.03572818810780528,0.03118002140790656,248.57525773195877,485,2.6857417386022635,DNA,0.047237561268645194,below
Eutr15,0.04730907604050482,0.03506549093427856,273.56880733944956,545,2.7363965022766426,DNA,0.04435049705540662,above
Eutr16,0.051672304387010884,0.03899083865336136,281.67015706806285,382,2.582063362911709,DNA,0.05374601271217418,below
Eutr18,0.03411799530682347,0.03579767261789707,274.61617900172115,581,2.7641761323903307,LTR,0.042842822496007966,below
Eutr2,0.07899117372862759,0.05468074734835595,252.8640776699029,206,2.3138672203691533,DNA,0.0750515334000155,above
Eutr2B,0.07085229811044227,0.03895692409781658,243.1520618556701,388,2.5888317255942073,DNA,0.05329501693694544,above
Eutr5,0.0544721096758388,0.04412855937768994,288.311320754717,318,2.5024271199844326,LTR,0.05934791602450205,below
FAM,0.03275477885636892,0.01940082177704463,180.24762407602958,1894,3.2773799746672547,SINE,0.022614616692965585,above
FLAM_A,0.034226025274377896,0.009816672094419122,188.51664235512533,7541,3.87742894078822,SINE,0.010713792080749681,above
FLAM_C,0.037338033752860794,0.003717479174790146,176.1349286083965,32847,4.516495710488137,SINE,0.004835041933323744,above
FRAM,0.029277369880944735,0.007240657722899993,187.82492038756013,14759,4.169056932744852,SINE,0.007451782341826961,above
FordPrefect,0.0683949332852493,0.027450790650287573,266.87065368567454,719,2.8567288903828825,DNA,0.0381799092709244,above
FordPrefect_a,0.08788205741549156,0.06778975829057819,285.74146341463415,205,2.311753861055754,DNA,0.07524926466537218,above
HAL1,0.05505454026149191,0.00965886972738885,263.0147245246221,10255,4.010935664704385,LINE,0.009073110961044307,above
HAL1M8,0.061010051281863334,0.023103748031172763,229.8316920322292,1117,3.048053173115609,LINE,0.030087495168960865,above
HAL1ME,0.06131617516692829,0.011723089196897959,261.1193702670387,5018,3.7005306569785916,LINE,0.013353403975514162,above
HAL1b,0.04265348258096099,0.016191579645729925,252.24966078697423,2948,3.469527479187014,LINE,0.01780308356738343,above
HERV-Fc1_LTR1,0.34402272468720013,0.22128345053935994,93.76923076923077,13,1.1139433523068367,LTR,0.3343147786038813,above
HERV-Fc1_LTR3,0.6020930814484223,0.5580648840118702,49.75,4,0.6020599913279624,LTR,0.6323072758786065,below
HERV-Fc2-int,0.28464276453372467,0.33095202488144143,146.3,10,1.0,LTR,0.3852691752688842,below
HERV15-int,0.17217756031624482,0.20914827966110758,115.1,20,1.3010299956639813,LTR,0.2648491017660703,below
HERV16-int,0.08225328270061136,0.020412018645600705,283.61479944674966,1446,3.160168292958512,LTR,0.02616769611886398,above
HERV17-int,0.11938388734272752,0.06329904689112117,79.77956989247312,186,2.2695129442179165,LTR,0.0793125413031921,above
HERV1_I,0.33145372569295395,0.20776004383442412,168.16666666666666,12,1.0791812460476249,LTR,0.34910117058146284,below
HERV1_LTRa,0.23186787334040312,0.18567984364348414,84.15,20,1.3010299956639813,LTR,0.2648491017660703,below
HERV1_LTRb,0.38732747550818025,0.313180336984401,89.75,8,0.9030899869919435,LTR,0.43467338329774696,below
HERV1_LTRc,0.26575870590053163,0.2045408744557454,73.11538461538461,26,1.414973347970818,LTR,0.22982098784573582,above
HERV1_LTRd,0.2883115093472268,0.1682847456480985,82.83333333333333,12,1.0791812460476249,LTR,0.34910117058146284,below
HERV1_LTRe,0.2197613583241352,0.26183376666032593,143.5,18,1.255272505103306,LTR,0.28037508986441523,below
HERV3-int,0.10196623933320047,0.1234382411600006,185.01785714285714,56,1.7481880270062005,LTR,0.1517823753305668,below
HERV30-int,0.3201669341229027,0.23770925484418454,124.91666666666667,12,1.0791812460476249,LTR,0.34910117058146284,below
HERV35I-int,0.04638667213602724,0.06491227108308119,161.8647342995169,207,2.315970345456918,LTR,0.07485527548341545,below
HERV4_I,0.09651471121212375,0.10553767701902121,181.3658536585366,82,1.9138138523837167,LTR,0.12350023698605661,below
HERV9-int,0.07892847730395637,0.07343585027821846,86.62393162393163,117,2.0681858617461617,LTR,0.10190584959520892,below
HERV9N-int,0.16239495165539905,0.06565295150347732,79.32222222222222,90,1.9542425094393248,LTR,0.11743784945012276,above
HERV9NC-int,0.09844126950425099,0.09207007390131472,86.74,100,2.0,LTR,0.11093461871607616,below
HERVE-int,0.14670984354861594,0.056650567030602714,75.69014084507042,142,2.1522883443830563,LTR,0.09177513557915992,above
HERVE_a-int,0.0812788557990668,0.06955273261350846,110.57608695652173,92,1.9637878273455553,LTR,0.11605048328250017,below
HERVFH19-int,0.13798504935556144,0.12555216898227048,137.35897435897436,39,1.591064607026499,LTR,0.18457701449126984,below
HERVFH21-int,0.08778930930380079,0.10529679950993327,178.31034482758622,58,1.7634279935629373,LTR,0.14892963582069849,below
HERVH-int,0.05299568506172692,0.037910703270505865,88.25991189427313,454,2.6570558528571038,LTR,0.04895509474095151,above
HERVH48-int,0.14688176524532334,0.20795945950980446,121.375,24,1.380211241711606,LTR,0.239985749810458,below
HERVI-int,0.209281352926913,0.18370779506240156,164.5,24,1.380211241711606,LTR,0.239985749810458,below
HERVIP10B3-int,0.07066586107560228,0.0996420990236033,184.7058823529412,68,1.8325089127062364,LTR,0.13665616091885752,below
HERVIP10F-int,0.14014317849886268,0.09275891712466268,162.7941176470588,68,1.8325089127062364,LTR,0.13665616091885752,above
HERVIP10FH-int,0.12999168553865298,0.04797050878486005,209.7016806722689,952,2.9786369483844743,LTR,0.03280343494119129,above
HERVK-int,0.12455788179036563,0.08092765818897928,83.47727272727273,88,1.9444826721501687,LTR,0.11887354553462226,above
HERVK11-int,0.15206117597380767,0.08089779742789545,92.02777777777777,72,1.8573324964312685,LTR,0.13249733800082586,above
HERVK11D-int,0.2831730807681544,0.38513464517096896,48.625,8,0.9030899869919435,LTR,0.43467338329774696,below
HERVK13-int,0.28231559715415777,0.20090690917230397,113.71428571428571,14,1.146128035678238,LTR,0.3211836602502535,below
HERVK14-int,0.0962464162530373,0.09022197126456043,113.22727272727273,88,1.9444826721501687,LTR,0.11887354553462226,below
HERVK14C-int,0.15668649784716032,0.14919765345737987,167.2,30,1.4771212547196624,LTR,0.2127093058713218,below
HERVK22-int,0.13482623854477097,0.08467735495779127,139.89772727272728,88,1.9444826721501687,LTR,0.11887354553462226,above
HERVK3-int,0.1083646290413245,0.08162624748956016,109.525,80,1.9030899869919435,LTR,0.12516017595762702,below
HERVK9-int,0.09552063796855598,0.10174962945050407,75.25242718446601,103,2.012837224705172,LTR,0.10917571118879317,below
HERVKC4-int,0.21015565712500903,0.12473731695042932,131.56521739130434,23,1.3617278360175928,LTR,0.24557229858572305,below
HERVL-int,0.09015659996069376,0.032667155589456695,112.02635228848821,721,2.857935264719429,LTR,0.03812260827853317,above
HERVL18-int,0.09519643874449245,0.07992770430041218,160.8111111111111,90,1.9542425094393248,LTR,0.11743784945012276,below
HERVL32-int,0.1198742118141205,0.14166459294343192,186.0,36,1.5563025007672873,LTR,0.19274068610296935,below
HERVL40-int,0.06680701645593215,0.030631904112808448,250.68965517241378,464,2.6665179805548807,LTR,0.04838176785457388,above
HERVL66-int,0.18627485524473741,0.14448109455004607,117.85185185185185,27,1.4313637641589874,LTR,0.22517876692877314,below
HERVL74-int,0.06793824612599876,0.06574301703724873,191.94827586206895,116,2.0644579892269186,LTR,0.10237991594308239,below
HERVP71A-int,0.18093293466473456,0.08789476643908317,132.68627450980392,51,1.7075701760979363,LTR,0.1596552957413547,above
HERVS71-int,0.1701185109185607,0.09543070745574567,138.69230769230768,52,1.7160033436347992,LTR,0.15798779345659308,above
HSMAR1,0.04366545066510269,0.039615390218974714,104.72431506849315,584,2.7664128471123997,DNA,0.04272368311415021,above
HSMAR2,0.07474515018820532,0.02288296126578525,137.17846820809248,1384,3.141136090120739,DNA,0.026795149424236754,above
HUERS-P1-int,0.07001365810526225,0.0667283242396441,143.2994011976048,167,2.2227164711475833,LTR,0.08407069771431887,below
HUERS-P2-int,0.11812348057741846,0.07875131854683969,147.98611111111111,72,1.8573324964312685,LTR,0.13249733800082586,below
HUERS-P3-int,0.1922604690986765,0.05777662189142045,159.89634146341464,164,2.214843848047698,LTR,0.08489876398588707,above
HUERS-P3b-int,0.13607490106389575,0.09298318858867605,112.8,115,2.060697840353612,LTR,0.10286032092046553,above
Harlequin-int,0.1395455565858829,0.08442382608134522,103.78195488721805,133,2.123851640967086,LTR,0.09508252718672625,above
Helitron1Na_Mam,0.055480662550660594,0.044636890971731714,255.73835125448028,279,2.4456042032735974,RC,0.06369855125200548,below
Helitron1Nb_Mam,0.07181885367814357,0.0507923549905791,253.2265625,256,2.4082399653118496,RC,0.06673172496973737,above
Helitron2Na_Mam,0.03642603333133998,0.03849926679160074,278.4054054054054,407,2.60959440922522,RC,0.051935013051924606,below
Helitron3Na_Mam,0.03860498813449619,0.023143971487327997,281.971363115693,873,2.9410142437055695,RC,0.03437651787196751,above
Kanga1,0.07118565359670578,0.02230283054882479,234.4978417266187,695,2.8419848045901137,DNA,0.038887229624872365,above
Kanga11a,0.038487741260324636,0.027669836677512476,259.23066841415465,763,2.8825245379548803,DNA,0.03697321453397738,above
Kanga1a,0.08106952013104969,0.028188076757716802,240.17683881064164,639,2.8055008581584002,DNA,0.04069432392266265,above
Kanga1b,0.06534911897154147,0.04590836885116513,245.2482993197279,294,2.4683473304121573,DNA,0.06192020339751697,above
